item_id,title,creator,date,collection,material,technique,worktype,description,location,detail_url,image_url,local_image_path,raw_metadata
11,Table with three oranges,Margo Veillon,,Margo Veillon Art Collection,oil on canvas,oil paintings (visual works),paintings (visual works),"This still life is part of the perspectives series. The three oranges on an incline ready to roll, are clearly at the center. They divide the painting between shade and light, between the imperceptible and the figurative.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/11/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:11/full/730,/0/default.jpg",margo_data/images/0011.jpg,"{""title"": ""Table with three oranges"", ""titlea"": ""مائدة بثلاث حبات برتقال"", ""titleb"": ""Table avec trois oranges"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""This still life is part of the perspectives series. The three oranges on an incline ready to roll, are clearly at the center. They divide the painting between shade and light, between the imperceptible and the figurative."", ""descra"": ""Margo Veillon, 1986"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""oil on canvas"", ""artwor"": ""100 cm x 85 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""oil paintings (visual works)"", ""format"": ""Impressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Table with three oranges"", ""og:description"": ""This still life is part of the perspectives series. The three oranges on an incline ready to roll, are clearly at the center. They divide the painting between shade and light, between the imperceptible and the figurative."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:11/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/11/"", ""og:type"": ""website""}"
12,Penelope Bennett,Margo Veillon,,Margo Veillon Art Collection,oil on canvas,oil paintings (visual works),paintings (visual works),"The dear friend from London in a smoother portrait than the preceding, but where the eyes also dominate, underlined by two strokes of color.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/12/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:12/full/730,/0/default.jpg",margo_data/images/0012.jpg,"{""title"": ""Penelope Bennett"", ""titlea"": ""بينيلوب بينت"", ""titleb"": ""Penelope Bennett"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""The dear friend from London in a smoother portrait than the preceding, but where the eyes also dominate, underlined by two strokes of color."", ""descra"": ""Margo Veillon, 1973"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""oil on canvas"", ""artwor"": ""67 cm x 79 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""oil paintings (visual works)"", ""format"": ""Expressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Penelope Bennett"", ""og:description"": ""The dear friend from London in a smoother portrait than the preceding, but where the eyes also dominate, underlined by two strokes of color."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:12/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/12/"", ""og:type"": ""website""}"
13,Margo wears a hat,Margo Veillon,,Margo Veillon Art Collection,oil on canvas,oil paintings (visual works),paintings (visual works),"Since her first self-portrait in pen in 1922 (she was 15), Margo Veillon has never stopped questioning her own face. Using a rather classical technique, it is through the eyes that the full force of her character is depicted here.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/13/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:13/full/730,/0/default.jpg",margo_data/images/0013.jpg,"{""title"": ""Margo wears a hat"", ""titlea"": ""مارجو ترتدي قبعه"", ""titleb"": ""Margo porte un chapeau"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""Since her first self-portrait in pen in 1922 (she was 15), Margo Veillon has never stopped questioning her own face. Using a rather classical technique, it is through the eyes that the full force of her character is depicted here."", ""descra"": ""Margo Veillon, 1979"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""oil on canvas"", ""artwor"": ""62 cm x 49 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""oil paintings (visual works)"", ""format"": ""Expressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Margo wears a hat"", ""og:description"": ""Since her first self-portrait in pen in 1922 (she was 15), Margo Veillon has never stopped questioning her own face. Using a rather classical technique, it is through the eyes that the full force of her character is depicted here."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:13/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/13/"", ""og:type"": ""website""}"
14,Cloudy day,Margo Veillon,,Margo Veillon Art Collection,oil on canvas,oil paintings (visual works),paintings (visual works),"""""Early this morning, clouds pass over, heavy with water but at the same time transparent."""" In her sketchbook, Margo Veillon accompanies her paintings with short texts that evoke the sinuous lines and the harmony of the desert.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/14/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:14/full/730,/0/default.jpg",margo_data/images/0014.jpg,"{""title"": ""Cloudy day"", ""titlea"": ""يوم مغيم"", ""titleb"": ""Temps nuageux"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""\""\""Early this morning, clouds pass over, heavy with water but at the same time transparent.\""\"" In her sketchbook, Margo Veillon accompanies her paintings with short texts that evoke the sinuous lines and the harmony of the desert."", ""descra"": ""Margo Veillon, 1949"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""oil on canvas"", ""artwor"": ""34 cm x 28 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""oil paintings (visual works)"", ""format"": ""Impressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Cloudy day"", ""og:description"": ""\""\""Early this morning, clouds pass over, heavy with water but at the same time transparent.\""\"" In her sketchbook, Margo Veillon accompanies her paintings with short texts that evoke the sinuous lines and the harmony of the desert."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:14/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/14/"", ""og:type"": ""website""}"
15,I am what I am,Margo Veillon,,Margo Veillon Art Collection,mixed media,watercolors (paintings),mixed media works,These are the words that dominate this drawing. The rest is there only as free expression of colors and lines to underscore this ’character’ statement.,"American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/15/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:15/full/730,/0/default.jpg",margo_data/images/0015.jpg,"{""title"": ""I am what I am"", ""titlea"": ""انا كما انا"", ""titleb"": ""Je suis comme je suis"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""These are the words that dominate this drawing. The rest is there only as free expression of colors and lines to underscore this ’character’ statement."", ""descra"": ""Margo Veillon, 1996"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""mixed media"", ""artwor"": ""92 cm x 61 cm"", ""medium"": ""mixed media works"", ""type"": ""watercolors (paintings)"", ""format"": ""Abstract (modern European style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""I am what I am"", ""og:description"": ""These are the words that dominate this drawing. The rest is there only as free expression of colors and lines to underscore this ’character’ statement."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:15/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/15/"", ""og:type"": ""website""}"
16,Teapot,Margo Veillon,,Margo Veillon Art Collection,mixed media,pastels (visual works),mixed media works,"Pure Margo Veillon! Under the apparent scribbling, this picture is perfectly worked. Apart from the nuances of color of the pot itself, a number of small strokes and splashes of color complete and balance the whole.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/16/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:16/full/730,/0/default.jpg",margo_data/images/0016.jpg,"{""title"": ""Teapot"", ""titlea"": ""براد الشاي"", ""titleb"": ""La théière"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""Pure Margo Veillon! Under the apparent scribbling, this picture is perfectly worked. Apart from the nuances of color of the pot itself, a number of small strokes and splashes of color complete and balance the whole."", ""descra"": ""Margo Veillon, 1989"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""mixed media"", ""artwor"": ""74 cm x 56 cm"", ""medium"": ""mixed media works"", ""type"": ""pastels (visual works)"", ""format"": ""Impressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Teapot"", ""og:description"": ""Pure Margo Veillon! Under the apparent scribbling, this picture is perfectly worked. Apart from the nuances of color of the pot itself, a number of small strokes and splashes of color complete and balance the whole."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:16/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/16/"", ""og:type"": ""website""}"
17,At baltim,Margo Veillon,,Margo Veillon Art Collection,acrylic and sand,sand paintings,mixed media works,"At the beginning of the 1960s, Margo Veillon spent several summers at Baltim on the north coast of Egypt. She made several dune landscape and desert compositions (here, dates, and a jar).","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/17/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:17/full/730,/0/default.jpg",margo_data/images/0017.jpg,"{""title"": ""At baltim"", ""titlea"": ""بلطيم"", ""titleb"": ""à Baltim"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""At the beginning of the 1960s, Margo Veillon spent several summers at Baltim on the north coast of Egypt. She made several dune landscape and desert compositions (here, dates, and a jar)."", ""descra"": ""Margo Veillon, 1961"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""acrylic and sand"", ""artwor"": ""66 cm x 95 cm"", ""medium"": ""mixed media works"", ""type"": ""sand paintings"", ""format"": ""Impressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""At baltim"", ""og:description"": ""At the beginning of the 1960s, Margo Veillon spent several summers at Baltim on the north coast of Egypt. She made several dune landscape and desert compositions (here, dates, and a jar)."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:17/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/17/"", ""og:type"": ""website""}"
18,Pottery and its shadow,Margo Veillon,,Margo Veillon Art Collection,oil on canvas,oil paintings (visual works),paintings (visual works),This and the following painting were made in a few hours. What comes out of these paintings on first look is the apparent simplicity of the objects and the sense of calm.,"American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/18/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:18/full/730,/0/default.jpg",margo_data/images/0018.jpg,"{""title"": ""Pottery and its shadow"", ""titlea"": ""الفخار وظله"", ""titleb"": ""Poteries et leur ombre"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""This and the following painting were made in a few hours. What comes out of these paintings on first look is the apparent simplicity of the objects and the sense of calm."", ""descra"": ""Margo Veillon, 1980"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""oil on canvas"", ""artwor"": ""77 cm x 120 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""oil paintings (visual works)"", ""format"": ""Impressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Pottery and its shadow"", ""og:description"": ""This and the following painting were made in a few hours. What comes out of these paintings on first look is the apparent simplicity of the objects and the sense of calm."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:18/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/18/"", ""og:type"": ""website""}"
19,Three water jars with onion,Margo Veillon,,Margo Veillon Art Collection,oil on canvas,oil paintings (visual works),paintings (visual works),"In this classical still life, we see the artist's technique of tilting the floor and the table to highlight the foreground, which cuts the vertical of the background.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/19/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:19/full/730,/0/default.jpg",margo_data/images/0019.jpg,"{""title"": ""Three water jars with onion"", ""titlea"": ""القلل الثلاثه و البصل"", ""titleb"": ""Trois pots d'eau à l'oignon"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""In this classical still life, we see the artist's technique of tilting the floor and the table to highlight the foreground, which cuts the vertical of the background."", ""descra"": ""Margo Veillon, 1963"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""oil on canvas"", ""artwor"": ""67 cm x 95 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""oil paintings (visual works)"", ""format"": ""Impressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Three water jars with onion"", ""og:description"": ""In this classical still life, we see the artist's technique of tilting the floor and the table to highlight the foreground, which cuts the vertical of the background."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:19/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/19/"", ""og:type"": ""website""}"
20,Watermelon with knife,Margo Veillon,,Margo Veillon Art Collection,oil on canvas,oil paintings (visual works),paintings (visual works),"The knife is here the central element that balances the painting, it pierces the work. Without it, the matching roundness of the fruit would remove all depth from the canvas.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/20/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:20/full/730,/0/default.jpg",margo_data/images/0020.jpg,"{""title"": ""Watermelon with knife"", ""titlea"": ""بطيخ مع السكين"", ""titleb"": ""Au couteau"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""The knife is here the central element that balances the painting, it pierces the work. Without it, the matching roundness of the fruit would remove all depth from the canvas."", ""descra"": ""Margo Veillon, 1970"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""oil on canvas"", ""artwor"": ""80 cm x 60 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""oil paintings (visual works)"", ""format"": ""Impressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Watermelon with knife"", ""og:description"": ""The knife is here the central element that balances the painting, it pierces the work. Without it, the matching roundness of the fruit would remove all depth from the canvas."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:20/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/20/"", ""og:type"": ""website""}"
21,White square,Margo Veillon,,Margo Veillon Art Collection,oil on canvas,oil paintings (visual works),paintings (visual works),"A return to ’baroque‘ forms for this big picture, which is an exception in the series. The deconstruction reaches its paroxysm here. The next three pictures show that another route toward abstraction was followed subsequently.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/21/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:21/full/730,/0/default.jpg",margo_data/images/0021.jpg,"{""title"": ""White square"", ""titlea"": ""المربع الأبيض"", ""titleb"": ""Carré blanc"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A return to ’baroque‘ forms for this big picture, which is an exception in the series. The deconstruction reaches its paroxysm here. The next three pictures show that another route toward abstraction was followed subsequently."", ""descra"": ""Margo Veillon, 1988"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""oil on canvas"", ""artwor"": ""120 cm x 90 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""oil paintings (visual works)"", ""format"": ""Cubist"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""White square"", ""og:description"": ""A return to ’baroque‘ forms for this big picture, which is an exception in the series. The deconstruction reaches its paroxysm here. The next three pictures show that another route toward abstraction was followed subsequently."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:21/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/21/"", ""og:type"": ""website""}"
22,Perspective,Margo Veillon,,Margo Veillon Art Collection,oil on canvas,oil paintings (visual works),paintings (visual works),"This and the following two pictures from a series. The work is extremely compact. The depth comes from the embedded elements, and it is the eyes that give the whole its dynamic.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/22/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:22/full/730,/0/default.jpg",margo_data/images/0022.jpg,"{""title"": ""Perspective"", ""titlea"": ""منظور"", ""titleb"": ""Perspective"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""This and the following two pictures from a series. The work is extremely compact. The depth comes from the embedded elements, and it is the eyes that give the whole its dynamic."", ""descra"": ""Margo Veillon, 1988"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""oil on canvas"", ""artwor"": ""120 cm x 90 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""oil paintings (visual works)"", ""format"": ""Abstract (modern European style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Perspective"", ""og:description"": ""This and the following two pictures from a series. The work is extremely compact. The depth comes from the embedded elements, and it is the eyes that give the whole its dynamic."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:22/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/22/"", ""og:type"": ""website""}"
